name,address,business_status,latitude,longitude,coordonnees_gps,temp
Magasin Sports Factory Tennis Squash Badminton Padel Running Sportswear,"Centre Sportif Arthur Ashe, 158 Rue de la Nouvelle France, Montreuil",OPERATIONAL,2.4654344,48.8614202,"48.8614202,2.4654344",2.4654344
Ekip padel,"52 Rue Henri Becquerel, Chelles",OPERATIONAL,2.5977107,48.8924342,"48.8924342,2.5977107",2.5977107
4PADEL Montreuil,"156 Rue de la Nouvelle France, Montreuil",OPERATIONAL,2.4653107,48.8609911,"48.8609911,2.4653107",2.4653107
Passion Padel France,"24 Av. Guynemer, Gagny",OPERATIONAL,2.5675318,48.8780194,"48.8780194,2.5675318",2.5675318
MITRY MORY TC2M,"stade jules ladoumegue, Rue Marcel Paul, Mitry-Mory",OPERATIONAL,2.6125636,48.9802451,"48.9802451,2.6125636",2.6125636
Club de paddle,"1 Quai Gabriel Péri, Joinville-le-Pont",OPERATIONAL,2.4711498,48.8193569,"48.8193569,2.4711498",2.4711498
KIP SPORT,"21 Rue Henri Becquerel, Chelles",OPERATIONAL,2.596714,48.89300739999999,"48.89300739999999,2.596714",2.596714
PONTAULT COMBAULT UMS,"2 Av. de Caminha, Pontault-Combault",OPERATIONAL,2.600428,48.804802,"48.804802,2.600428",2.600428
LE FIVE Marville - La Courneuve,"51 Av. Roger Salengro, La Courneuve",OPERATIONAL,2.3872592,48.9361223,"48.9361223,2.3872592",2.3872592
GERMIGNY A G T,"résidence des boucles de Marne, Rue Degas, Germigny-l'Évêque",OPERATIONAL,2.954746,48.998135,"48.998135,2.954746",2.954746
GRESSY EN FRANCE CMT,"parc de la mairie, Gressy",OPERATIONAL,2.674049,48.964879,"48.964879,2.674049",2.674049
NANTEUIL LES MEAUX TC,"Rue des Bruyères, Nanteuil-lès-Meaux",OPERATIONAL,2.910179,48.919701,"48.919701,2.910179",2.910179
ADN Sports,"25 Rue du Général Jansen, Châlons-en-Champagne",OPERATIONAL,4.358363499999999,48.96442219999999,"48.96442219999999,4.358363499999999",4.358363499999999
BAR LE DUC UNION TENNIS,"All. des Cévennes, Bar-le-Duc",OPERATIONAL,5.171435,48.781696,"48.781696,5.171435",5.171435
Sportin67 - Schweighouse sur Moder,"17 Rue de la Sablière, Schweighouse-sur-Moder",OPERATIONAL,7.750362200000001,48.8282951,"48.8282951,7.750362200000001",7.750362200000001
Tennis 🎾 Padel Club Soufflenheim,"Rue de Koenigsbruck, Soufflenheim",OPERATIONAL,7.9603756,48.83322159999999,"48.83322159999999,7.9603756",7.9603756
SEEBACH TENNIS CLUB,"Nursery School, 32 Rue des Forgerons, Seebach",OPERATIONAL,7.989183000000001,48.966508,"48.966508,7.989183000000001",7.989183000000001
"Ski-Club Ettlingen e.V. | Tennis, Squash, Ski & Padel","Im Sportpark 11, Ettlingen",OPERATIONAL,8.388710999999999,48.93771,"48.93771,8.388710999999999",8.388710999999999
padel-shop24.com by Cramer Court GbR,"Westmarkstraße 78, Karlsruhe",OPERATIONAL,8.4575292,48.9890514,"48.9890514,8.4575292",8.4575292
Spielvereinigung 1910 Durlach-Aue,"Erlachseeweg 1, Karlsruhe",OPERATIONAL,8.4396477,48.9849148,"48.9849148,8.4396477",8.4396477
"Karlsruher Eislauf- Und Tennis-Verein e.V. | Eislauf, Tennis & Padel","Kriegsstraße 300, Karlsruhe",OPERATIONAL,8.3638067,49.0071525,"49.0071525,8.3638067",8.3638067
Tennis-Club Ettlingen e.V.,"Am Brudergarten 3, Ettlingen",OPERATIONAL,8.4209,48.93521,"48.93521,8.4209",8.4209
Island Padel,"Island Padel, Plat Douet Rd, St Clement, Jersey",OPERATIONAL,-2.0857916,49.1752254,"49.1752254,-2.0857916",-2.0857916
COUTANCES TC,"Imp. de Saint-Malo, Gratot",OPERATIONAL,-1.456529,49.051334,"49.051334,-1.456529",-1.456529
Padelshot Caen Mondeville Padel And Badminton Bar Restaurant,"6 Rue des Frères Lumière, Mondeville",OPERATIONAL,-0.3091582,49.1568298,"49.1568298,-0.3091582",-0.3091582
La Pommeraie - Tennis Padel Badminton,"4 Chem. de Beauregard, Biéville-Beuville",OPERATIONAL,-0.3305224,49.2293142,"49.2293142,-0.3305224",-0.3305224
Tennis Club,"Rue de la Pagnolee, Cormelles-le-Royal",OPERATIONAL,-0.3341475,49.162673,"49.162673,-0.3341475",-0.3341475
Service Universitaire des Activités Physiques et Sportives,"Gymnase Piscine, Caen",OPERATIONAL,-0.3633188,49.1932371,"49.1932371,-0.3633188",-0.3633188
Space 3 Pack,"14 Rue de Bouvines, Hérouville-Saint-Clair",OPERATIONAL,-0.3301003,49.1954799,"49.1954799,-0.3301003",-0.3301003
Tennis Club,"1 Rue de Buddenstedt, Mondeville",OPERATIONAL,-0.3298833,49.1643676,"49.1643676,-0.3298833",-0.3298833
BERNAY SC,"20 Av. de l'Europe, Bernay",OPERATIONAL,0.588303,49.08350799999999,"49.08350799999999,0.588303",0.588303
Amicale Laïque de La Madeleine,"Rue de Russelsheim, Évreux",OPERATIONAL,1.1642603,49.0055154,"49.0055154,1.1642603",1.1642603
A.S. PORCHEVILLOISE,"Rue des Montoirs, Issou",OPERATIONAL,1.776623,48.9767,"48.9767,1.776623",1.776623
LES MUREAUX VAL DE SEINE TENNIS,"Rue Léo Lagrange, Les Mureaux",OPERATIONAL,1.90621,48.986675,"48.986675,1.90621",1.90621
ASSOA Tennis,"Bd Ducher, Saint-Ouen-l'Aumône",OPERATIONAL,2.1010258,49.0415115,"49.0415115,2.1010258",2.1010258
ERMONT A.C.T.,"105 Rue de Saint-Gratien, Ermont",OPERATIONAL,2.258451,48.989071,"48.989071,2.258451",2.258451
Enghien Tennis Club,"33 Av. Danielle Casanova, Saint-Gratien",OPERATIONAL,2.2903099,48.9739721,"48.9739721,2.2903099",2.2903099
EAUBONNE (CSM),"14 Rue du Dr Roux, Eaubonne",OPERATIONAL,2.275599,48.999336,"48.999336,2.275599",2.275599
HERBLAY (AST),"Chem. des Beauregards, Herblay-sur-Seine",OPERATIONAL,2.158713,49.005085,"49.005085,2.158713",2.158713
Padelmax,"Rue Marie Curie, Saint-Maximin",OPERATIONAL,2.4577875,49.2388472,"49.2388472,2.4577875",2.4577875
ADSL Sports,"33 Av. du Maréchal Joffre, Chantilly",OPERATIONAL,2.4645057,49.190912,"49.190912,2.4645057",2.4645057
SERVOIS TENNIS CLUB,"Rue du Stade, La Chapelle-en-Serval",OPERATIONAL,2.523084,49.127792,"49.127792,2.523084",2.523084
LOUVRES (CMO),"Rue André Malraux, Louvres",OPERATIONAL,2.5090384,49.0499822,"49.0499822,2.5090384",2.5090384
ST MARD TENNIS,"7 Bd de la République, Saint-Mard",OPERATIONAL,2.692591,49.038563,"49.038563,2.692591",2.692591
ROISSY EN FRANCE TC,"3 Av. de Montmorency, Gonesse",OPERATIONAL,2.5101086,49.0059915,"49.0059915,2.5101086",2.5101086
Inside Sport,"8 Rue André François J Rieg, Reims",OPERATIONAL,4.0793776,49.23074339999999,"49.23074339999999,4.0793776",4.0793776
4PADEL Metz,"Zone d'aménagement concerté de la Rotonde, Rte de Jouy, Moulins-lès-Metz",OPERATIONAL,6.118558,49.0860445,"49.0860445,6.118558",6.118558
Tennis de la Saussaie | Tennis & Padel,"Zone de Loisirs de la Saussaie, Moulins-lès-Metz",OPERATIONAL,6.113859,49.102728,"49.102728,6.113859",6.113859
LE FIVE Metz,"Route de Jouy, ZAC de la Rotonde, Moulins-lès-Metz",OPERATIONAL,6.1183378,49.0861769,"49.0861769,6.1183378",6.1183378
MOULINS LES METZ TC,"Zone de Loisirs de la Saussaie, Moulins-lès-Metz",OPERATIONAL,6.1087107,49.1064975,"49.1064975,6.1087107",6.1087107
Padel Fleury,"11 Chem. de Metz, Fleury",OPERATIONAL,6.1919305,49.0432475,"49.0432475,6.1919305",6.1919305
Padel Cuvry,"17 D5A, Cuvry",OPERATIONAL,6.1510055,49.0388962,"49.0388962,6.1510055",6.1510055
Padel Cuvry,Cuvry,OPERATIONAL,6.1611273,49.0389314,"49.0389314,6.1611273",6.1611273
ASPTT Metz Judo,"1 Rue des Hauts Peupliers, Metz",OPERATIONAL,6.204414,49.107497,"49.107497,6.204414",6.204414
Tennis Club,"2 Rue du Stade, Longeville-lès-Metz",OPERATIONAL,6.16029,49.110924,"49.110924,6.16029",6.16029
FAREBERSVILLER TC,"Rue du Stade, Farébersviller",OPERATIONAL,6.867566999999999,49.11656199999999,"49.11656199999999,6.867566999999999",6.867566999999999
US FORBACH TENNIS,"Rue Félix Barth, Forbach",OPERATIONAL,6.897321,49.18174,"49.18174,6.897321",6.897321
Tennis-Club Grötzingen e.V. | Tennis & Padel,"TC Grötzingen, Bruchwaldstraße 72, Karlsruhe",OPERATIONAL,8.497669799999999,49.02249519999999,"49.02249519999999,8.497669799999999",8.497669799999999
Padel-Karlsruhe,"Am Baufeld 11, Karlsruhe",OPERATIONAL,8.396195200000001,49.0372893,"49.0372893,8.396195200000001",8.396195200000001
TCG Padelplatz,"TC Grötzingen, Bruchwaldstraße 72, Karlsruhe",OPERATIONAL,8.4971964,49.0218812,"49.0218812,8.4971964",8.4971964
PORT BAIL US,Rte de Barneville Carteret,OPERATIONAL,-1.7029413,49.3359502,"49.3359502,-1.7029413",-1.7029413
CABOURG GARDEN TENNIS,"1 Av. Charles de Gaulle, Cabourg",OPERATIONAL,-0.12102,49.286942,"49.286942,-0.12102",-0.12102
Tennis Deauville,"Bd de la Mer, Deauville",OPERATIONAL,0.0694525,49.3612562,"49.3612562,0.0694525",0.0694525
DEAUVILLE Association sports loisirs et culture,"Route de Paris, Saint-Arnoult",OPERATIONAL,0.1012842,49.3434204,"49.3434204,0.1012842",0.1012842
Club de tennis de L’amirauté Deauville,"Rte de Paris, Deauville",OPERATIONAL,0.1004577,49.3407945,"49.3407945,0.1004577",0.1004577
DEAUVILLE SC,"Bd de la Mer, Deauville",OPERATIONAL,0.073116,49.36406299999999,"49.36406299999999,0.073116",0.073116
O'SPARE,"830 Rue du Dr Duvrac, Bourg-Achard",OPERATIONAL,0.8171815,49.3623085,"49.3623085,0.8171815",0.8171815
PONT AUDEMER TC,"14 Rue du Pré Baron, Pont-Audemer",OPERATIONAL,0.512509,49.351532,"49.351532,0.512509",0.512509
BOURG ACHARD SAINT OUEN - T2R,"stade pierre dannetot, Saint-Ouen-de-Thouberville",OPERATIONAL,0.810974,49.348297,"49.348297,0.810974",0.810974
LE GROS THEIL TC,"tennis club, Saint-Aubin-lès-Elbeuf",OPERATIONAL,0.8419719999999999,49.226674,"49.226674,0.8419719999999999",0.8419719999999999
4PADEL Rouen,"181 Av. du Grand Cours, Rouen",OPERATIONAL,1.1036454,49.4277261,"49.4277261,1.1036454",1.1036454
Soccer Park Rouen,"181 Av. du Grand Cours, Rouen",OPERATIONAL,1.1038652,49.4276596,"49.4276596,1.1038652",1.1038652
OISSEL TENNIS LOISIR,"Av. d'Anderten, Oissel",OPERATIONAL,1.091439,49.350563,"49.350563,1.091439",1.091439
YAINVILLE-LE TRAIT TC,"Rue de la République, Yainville",OPERATIONAL,0.8299942,49.4551934,"49.4551934,0.8299942",0.8299942
PETIT COURONNE AA,"Rue Camille Saint-Saëns, Canteleu",OPERATIONAL,1.029827,49.38781,"49.38781,1.029827",1.029827
tennis et squash val de reuil,"Parc Des Sports, Chau. de Ritterhude, Val-de-Reuil",OPERATIONAL,1.1967998,49.2722906,"49.2722906,1.1967998",1.1967998
LES AUTHIEUX TC,"Place du 19 Mars 1962, Les Authieux",OPERATIONAL,1.133715,49.341038,"49.341038,1.133715",1.133715
VALDAMPIERRE TENNIS CLUB,"Rue de la Ferme, Beauvais",OPERATIONAL,2.051756,49.303987,"49.303987,2.051756",2.051756
CFI-Box : Fabricant de Terrains de Sport,"Bât 1 C RN1 chemin rural, La Mare d'Ovillers, Mortefontaine-en-Thelle",OPERATIONAL,2.2067758,49.25334890000001,"49.25334890000001,2.2067758",2.2067758
Beauvais Oise Tennis,"Parc Marcel Dassault, 11 Rue Antonio de Hojas, Beauvais",OPERATIONAL,2.0928418,49.4545021,"49.4545021,2.0928418",2.0928418
ASA TENNIS PADEL AGNETZ,Agnetz,OPERATIONAL,2.3853299,49.3870964,"49.3870964,2.3853299",2.3853299
AGNETZ ASSOCIATION SPORTIVE,"Rue Joseph Van-Lancker, Agnetz",OPERATIONAL,2.3860986,49.386337,"49.386337,2.3860986",2.3860986
CHOISY AU BAC TENNIS CLUB,"Chem. du Maubon, Choisy-au-Bac",OPERATIONAL,2.877052,49.44321799999999,"49.44321799999999,2.877052",2.877052
