name,address,business_status,latitude,longitude,coordonnees_gps,temp
Restaurant Ma Chariotte au Béziers Padel Club,"5 Av. Henri Galinier, Béziers",OPERATIONAL,3.2000824,43.3385865,"43.3385865,3.2000824",3.2000824
BEZIERS TENNIS PRESIDENTE BARTE,"av jean blattes, Béziers",OPERATIONAL,3.1907758,43.3395996,"43.3395996,3.1907758",3.1907758
Tennis De La Vière,"Domaine de route de Montblanc, Saint-Thibéry",OPERATIONAL,3.4011714,43.3812141,"43.3812141,3.4011714",3.4011714
"Player 5M (Futsal, Badminton, Padel, Squash, Musculation)","ZAC la Capucière, Bessan",OPERATIONAL,3.4271789,43.373057,"43.373057,3.4271789",3.4271789
Crocodil's Servian Beziers,"Zone d'aménagement concerté La Baume, Servian",OPERATIONAL,3.3116722,43.38827879999999,"43.38827879999999,3.3116722",3.3116722
TCM TOURBES,"rue du stade, Agde",OPERATIONAL,3.4777318,43.3133343,"43.3133343,3.4777318",3.4777318
SÈTE PADEL CLUB,"9 rue de dublin Parc aquatechnique, Sète",OPERATIONAL,3.707284,43.4207488,"43.4207488,3.707284",3.707284
TENNIS PADEL CAP D'AGDE,"Centre International de Tennis, 3 Av. de la Vigne, Agde",OPERATIONAL,3.51037,43.290104,"43.290104,3.51037",3.51037
International Tennis Center,"3 Av. de la Vigne, Cap d'Agde (Le",OPERATIONAL,3.5095022,43.2899219,"43.2899219,3.5095022",3.5095022
TCM Villeveyrac,"Rue des Oliviers, Villeveyrac",OPERATIONAL,3.6702736,43.4938305,"43.4938305,3.6702736",3.6702736
Z5 Padel Istres,"Rte de la Cabane Noire, Istres",OPERATIONAL,4.9959462,43.4749902,"43.4749902,4.9959462",4.9959462
Park Club Arbois - Padel Tennis,"Rte de Calas, Cabriès",OPERATIONAL,5.3660035,43.4267784,"43.4267784,5.3660035",5.3660035
ALL IN PADEL SPORTS,"Decathlon Village (Parking Sud) Rn 8 La Petite Bastide, avenue des Chabauds, Bouc-Bel-Air",OPERATIONAL,5.400238,43.430164,"43.430164,5.400238",5.400238
Work And Padel Hopps,"PARC PICHAURY, 1330 Rue Jean René Guillibert Gauthier de la Lauzière, Aix-en-Provence",OPERATIONAL,5.3670886,43.4744435,"43.4744435,5.3670886",5.3670886
Z5 Padel Aix,"205 Av. du 12 Juillet 1998, Aix-en-Provence",OPERATIONAL,5.3971455,43.4791322,"43.4791322,5.3971455",5.3971455
Le 13 by Puma - Foot en salle - Marseille,"18 Bd Frédéric Sauvage, Marseille",OPERATIONAL,5.370389599999999,43.33370070000001,"43.33370070000001,5.370389599999999",5.370389599999999
AS ROGNAC TENNIS,"19 Mnt du Belvédère, Rognac",OPERATIONAL,5.2445816,43.4767941,"43.4767941,5.2445816",5.2445816
Mondial Soccer Martigues,"26 Av. Charles Moulet, Martigues",OPERATIONAL,5.0265179,43.40826250000001,"43.40826250000001,5.0265179",5.0265179
Padel Marseille,"92 Chem. des Accates, Marseille",OPERATIONAL,5.4927682,43.30179589999999,"43.30179589999999,5.4927682",5.4927682
Padel Bocage,"All. Pierre de Coubertin, Plan-de-Cuques",OPERATIONAL,5.4599962,43.3396911,"43.3396911,5.4599962",5.4599962
WORK AND PADEL PIOLINE,"Chem. de la Pioline, Aix-en-Provence",OPERATIONAL,5.4087401,43.5085107,"43.5085107,5.4087401",5.4087401
ALL IN PADEL ASSOCIATION,"Petite Bastide Village Decathlon, Bouc-Bel-Air",OPERATIONAL,5.400237,43.430161,"43.430161,5.400237",5.400237
AUC TENNIS - PADEL,"COMPLEXE SPORTIF DU VAL DE l'ARC, Aix-en-Provence",OPERATIONAL,5.4665057,43.511,"43.511,5.4665057",5.4665057
Tennis Padel Club Peynier,"La Garenne, Peynier",OPERATIONAL,5.633185000000001,43.4465984,"43.4465984,5.633185000000001",5.633185000000001
Tennis Park de Marseille | Tennis & Padel,"92 Chem. des Accates, Marseille",OPERATIONAL,5.492686,43.3020523,"43.3020523,5.492686",5.492686
Tennis Padel AUC du Val de l'Arc,"30 Av. des Infirmeries, Aix-en-Provence",OPERATIONAL,5.4662489,43.5104289,"43.5104289,5.4662489",5.4662489
WORK AND PADEL,"PARC PICHAURY, 1330 Rue Jean René Guillibert Gauthier de la Lauzière, Aix-en-Provence",OPERATIONAL,5.3672561,43.4744786,"43.4744786,5.3672561",5.3672561
TENNIS PADEL CLUB PEYNIER,"34 Résidence Lotissement les Audrics, Trets",OPERATIONAL,5.641302,43.447826,"43.447826,5.641302",5.641302
Tennis Club,"260 Rue Guillaume Du Vair Pole, Aix-en-Provence",OPERATIONAL,5.404897999999999,43.509156,"43.509156,5.404897999999999",5.404897999999999
Tennis Padel Club de Nans Les Pins,"100 Allée Paulette et Jacques Tomei Route de, Chem. de Pierrefeu, Nans-les-Pins",OPERATIONAL,5.777671100000001,43.3743662,"43.3743662,5.777671100000001",5.777671100000001
TRETS TENNIS-PADEL CLUB,"6 Allée Cézanne, Trets",OPERATIONAL,5.700552,43.445164,"43.445164,5.700552",5.700552
AS TENNIS PADEL LUCOIS,"Av. Pierre Mendès France, Le Luc",OPERATIONAL,6.30617,43.386501,"43.386501,6.30617",6.30617
Assoc Sportive Tennis Lucois,"Avenue Pierre Mendès France, Quartier, Les Basses Retraches, Le Luc",OPERATIONAL,6.3069094,43.3864407,"43.3864407,6.3069094",6.3069094
TENNIS PADEL DE LORGUES,"Bd Réal Calamar, Lorgues",OPERATIONAL,6.367901199999999,43.4940821,"43.4940821,6.367901199999999",6.367901199999999
Tc Roquebrune Les Issambres | Tennis & Paddle,D559 En face de la salle Robert Manuel,OPERATIONAL,6.713111500000001,43.3461399,"43.3461399,6.713111500000001",6.713111500000001
Pad&Ball | Padel | Football | Frejus,"1810 Rte de Malpasset, Fréjus",OPERATIONAL,6.741678299999999,43.4593396,"43.4593396,6.741678299999999",6.741678299999999
Bruno PADEL,"291 Av. Général Norbert Riera, Fréjus",OPERATIONAL,6.747703899999999,43.447756,"43.447756,6.747703899999999",6.747703899999999
SAINT RAPHAEL CC,"237 Boulevard Jacques Baudino, Saint-Raphaël",OPERATIONAL,6.807242,43.433308,"43.433308,6.807242",6.807242
La Toupie Bleue,"205 Allée du Domaine du Lac, Puget-sur-Argens",OPERATIONAL,6.667554099999999,43.4568317,"43.4568317,6.667554099999999",6.667554099999999
ULTRA CAP ESTEREL,"2975 Bd de la 36ème division du Texas, Saint-Raphaël",OPERATIONAL,6.856260000000001,43.4257875,"43.4257875,6.856260000000001",6.856260000000001
Rastel d'Agay,"Unnamed Road, 83700, Saint-Raphaël",OPERATIONAL,6.8678259,43.4432325,"43.4432325,6.8678259",6.8678259
Padel Hossegor,"36 Pl. du Stade, Soorts-Hossegor",OPERATIONAL,-1.4168354,43.6608649,"43.6608649,-1.4168354",-1.4168354
CLUB DE L’ADOUR,"89 Av. du 1er Mai, Tarnos",OPERATIONAL,-1.496663,43.53635300000001,"43.53635300000001,-1.496663",-1.496663
Complexe Tennis Tyrosse,"Plaine des Sportd, Av. du Poun de Burry, Saint-Vincent-de-Tyrosse",OPERATIONAL,-1.2864195,43.6762899,"43.6762899,-1.2864195",-1.2864195
TOSSE TC,"Av. du Général de Gaulle, Saint-Vincent-de-Tyrosse",OPERATIONAL,-1.32959,43.69295899999999,"43.69295899999999,-1.32959",-1.32959
TYROSSE US,"26 Voie Romaine, Saubion",OPERATIONAL,-1.287758,43.674961,"43.674961,-1.287758",-1.287758
Hossegor Tennis Club,"36 Pl. du Stade, Soorts-Hossegor",OPERATIONAL,-1.4200916,43.6629023,"43.6629023,-1.4200916",-1.4200916
SOUSTONS AS,"Plaine l'Isle Verte, Rue du Collège, Soustons",OPERATIONAL,-1.33348,43.753792,"43.753792,-1.33348",-1.33348
CAPBRETON GAILLOU TC,"Avenue du Gaillou, Capbreton",OPERATIONAL,-1.4267303,43.6318894,"43.6318894,-1.4267303",-1.4267303
PEYREHORADE TC,"364 Av. Jean Dupaya, Peyrehorade",OPERATIONAL,-1.0913603,43.5485245,"43.5485245,-1.0913603",-1.0913603
US DAX Tennis,"4 Rue des Prairies, Dax",OPERATIONAL,-1.0599597,43.7186145,"43.7186145,-1.0599597",-1.0599597
le squash,"ilot campus, 2128 Av. de la Résistance, Saint-Paul-lès-Dax",OPERATIONAL,-1.0775916,43.7270388,"43.7270388,-1.0775916",-1.0775916
NARROSSE AS,"Rte des Pyrénées, Narrosse",OPERATIONAL,-1.0093418,43.6929566,"43.6929566,-1.0093418",-1.0093418
AUCH TENNIS CLUB,"Bassin de Lescat, Rue de Barran, Auch",OPERATIONAL,0.5786705,43.6408271,"43.6408271,0.5786705",0.5786705
4PADEL Toulouse-Colomiers,"19 Av. Georges Guynemer, Colomiers",OPERATIONAL,1.3434,43.6188031,"43.6188031,1.3434",1.3434
LE FIVE COLOMIERS,"19 Rue Georges Guynemer, Toulouse",OPERATIONAL,1.3434047,43.6189694,"43.6189694,1.3434047",1.3434047
FONSORBES TENNIS CLUB,"Rue Luigi Amadio, Fonsorbes",OPERATIONAL,1.2363392,43.532777,"43.532777,1.2363392",1.2363392
SAINT LYS T.C OLYMPIQUE,"15 Chem. de Pillore, Saint-Lys",OPERATIONAL,1.186297,43.514305,"43.514305,1.186297",1.186297
MERVILLE TENNIS CLUB,"86 Rue des Ecoles, Merville",OPERATIONAL,1.2924258,43.7222428,"43.7222428,1.2924258",1.2924258
SEGOUFIELLE TENNIS CLUB,"Terrains des Sports, Ségoufielle",OPERATIONAL,1.133133,43.630975,"43.630975,1.133133",1.133133
ISLE JOURDAIN TENNIS CLUB,"route du Bataillon d'Armagnac, L'Isle-Jourdain",OPERATIONAL,1.0739464,43.6176442,"43.6176442,1.0739464",1.0739464
Toulouse Padel Club & Squash,"11 Rue Marie-Louise Dissard, Toulouse",OPERATIONAL,1.3668958,43.60151140000001,"43.60151140000001,1.3668958",1.3668958
Padel tolosa,"55 Av. Louis Breguet, Toulouse",OPERATIONAL,1.4762483,43.5781299,"43.5781299,1.4762483",1.4762483
Open de France de Padel,"16 Rue de Bayard, Toulouse",OPERATIONAL,1.447773,43.6087465,"43.6087465,1.447773",1.447773
Olympe Tennis Padel Club Toulouse,"200 Rte de Blagnac, Toulouse",OPERATIONAL,1.402732,43.6258027,"43.6258027,1.402732",1.402732
Paddle Plus,"39 Chem. du Moulin de Naudin, Blagnac",OPERATIONAL,1.3880343,43.6522903,"43.6522903,1.3880343",1.3880343
Cap Loisirs,"Av. de Saint-Caprais, L'Union",OPERATIONAL,1.4791115,43.6439326,"43.6439326,1.4791115",1.4791115
SPORTS REGION OCCITANIE - PADEL Consortium,"4 Imp. Colbert, Blagnac",OPERATIONAL,1.3945703,43.62525979999999,"43.62525979999999,1.3945703",1.3945703
Club de l'Hers,"23 Av. de la Marqueille, Saint-Orens-de-Gameville",OPERATIONAL,1.5271316,43.56191949999999,"43.56191949999999,1.5271316",1.5271316
Stade Toulousain Padel,Toulouse,CLOSED_TEMPORARILY,1.4116766,43.6221976,"43.6221976,1.4116766",1.4116766
PIN BALMA TENNIS CLUB,"Rte des Sports, Pin-Balma",OPERATIONAL,1.533025,43.628137,"43.628137,1.533025",1.533025
BALMA TENNIS CLUB,"17 Av. des Aérostiers, Balma",OPERATIONAL,1.486335,43.609001,"43.609001,1.486335",1.486335
Complexe Sportif De Naudin,"27 Chem. du Moulin de Naudin, Blagnac",OPERATIONAL,1.3876365,43.6522638,"43.6522638,1.3876365",1.3876365
Sports Raquettes,"222 Av. de Grande Bretagne, Toulouse",OPERATIONAL,1.4099626,43.6024125,"43.6024125,1.4099626",1.4099626
PECHBONNIEU TENNIS CLUB,"Chem. de Labastidole, Pechbonnieu",OPERATIONAL,1.466402,43.70376599999999,"43.70376599999999,1.466402",1.466402
Tennis Club,"4 Rue du Puy de Sancy, L'Union",OPERATIONAL,1.4889614,43.6576818,"43.6576818,1.4889614",1.4889614
CARAMAN TENNIS CLUB,"Lac de l'Orme Blanc, Caraman",OPERATIONAL,1.7487275,43.5287844,"43.5287844,1.7487275",1.7487275
CASTANET TOLOSAN TENNIS CLUB,"2 Rue Georges Vallerey, Castanet-Tolosan",OPERATIONAL,1.49261,43.522343,"43.522343,1.49261",1.49261
Tennis Box by Sports Raquettes,"17 Rte de Castres, Balma",OPERATIONAL,1.4993938,43.5948455,"43.5948455,1.4993938",1.4993938
CASTRES OCCITAN PADEL,"Borde Basse, Castres",OPERATIONAL,2.261811,43.62742,"43.62742,2.261811",2.261811
Tennis Club,"Rte de Sémalens, Lagarrigue",OPERATIONAL,2.162649,43.589317,"43.589317,2.162649",2.162649
madame Padel Cathy,"17 Av. de Capus, Lamalou-les-Bains",OPERATIONAL,3.0799241,43.5968399,"43.5968399,3.0799241",3.0799241
TCM VILLEVEYRAC,"2 rue des oliviers, Villeveyrac",OPERATIONAL,3.595764,43.5005056,"43.5005056,3.595764",3.595764
My Center Palavas - Tennis - Padel - Badminton,"Av. de l'Abbé Brocardi, Palavas-les-Flots",OPERATIONAL,3.929056099999999,43.5326995,"43.5326995,3.929056099999999",3.929056099999999
ASPTT Tennis Padel Grammont,Montpellier,OPERATIONAL,3.9240631,43.6122041,"43.6122041,3.9240631",3.9240631
Eco france Padel,"26 Rue Louis Breguet, Jacou",OPERATIONAL,3.9045574,43.6581868,"43.6581868,3.9045574",3.9045574
ASCH Tennis,"424 Rue de la Valsière, Grabels",OPERATIONAL,3.8295771,43.6552759,"43.6552759,3.8295771",3.8295771
ASCH MONTPELLIER,"domaine damartin, Imp. de la Valsière, Grabels",OPERATIONAL,3.831936999999999,43.652336,"43.652336,3.831936999999999",3.831936999999999
Tennis & Paddle Club De Castries,"297 Chem. de Fondespierre, Castries",OPERATIONAL,3.993873,43.693864,"43.693864,3.993873",3.993873
TENNIS-PADEL MUNICIPAL DE PALAVAS,"Av. de l'Abbé Brocardi, Palavas-les-Flots",OPERATIONAL,3.928711,43.532829,"43.532829,3.928711",3.928711
Le temple du sport,"1446 Av. du Vidourle, Lunel",OPERATIONAL,4.1578777,43.6895277,"43.6895277,4.1578777",4.1578777
ASPTT Montpellier,"237 Rte de Vauguiéres, Montpellier",OPERATIONAL,3.9058489,43.6054995,"43.6054995,3.9058489",3.9058489
RAQUETTE CLUB PORT CAMARGUE,"Av. de l'Hermione, Le Grau-du-Roi",OPERATIONAL,4.139561,43.520325,"43.520325,4.139561",4.139561
Paddle Center,"Esp. Jean Baumel, La Grande-Motte",OPERATIONAL,4.079318,43.556136,"43.556136,4.079318",4.079318
T.C RAPHELOIS,"Chem. de la Cabro d'Or, Arles",OPERATIONAL,4.721416,43.65156899999999,"43.65156899999999,4.721416",4.721416
The Monkey Padel,"2331 Vieux Chemin de Lambesc, Pélissanne",OPERATIONAL,5.1638598,43.6438293,"43.6438293,5.1638598",5.1638598
Country Club Padel,"1195 Chem. des Cruyes, Aix-en-Provence",OPERATIONAL,5.416688400000001,43.568748,"43.568748,5.416688400000001",5.416688400000001
Association Venelloise De Tennis,"Chem. du Collet Redon, Venelles",OPERATIONAL,5.4994802,43.59594490000001,"43.59594490000001,5.4994802",5.4994802
Le Padel du Dragon,"169 Av. du Maréchal Juin, Draguignan",OPERATIONAL,6.470533800000001,43.53060199999999,"43.53060199999999,6.470533800000001",6.470533800000001
Tennis Squash Flayoscais,"480 Chem. de Coulombe, Draguignan",OPERATIONAL,6.4114745,43.5377562,"43.5377562,6.4114745",6.4114745
SAS PADEL RIVIERA,"762 Av. de Tournamy, Mougins",OPERATIONAL,6.9878478,43.6046758,"43.6046758,6.9878478",6.9878478
Country Club de Barbossi | Tennis & Padel,"23 Chem. de Maure-Vieil, Mandelieu-la-Napoule",OPERATIONAL,6.9151193,43.52482699999999,"43.52482699999999,6.9151193",6.9151193
Mouratoglou Country Club,"3550 Rte des Dolines, Biot",OPERATIONAL,7.0608825,43.6204261,"43.6204261,7.0608825",7.0608825
ULTRA FABRON - PADEL et FOOTBALL,"279 Av. de Fabron, Nice",OPERATIONAL,7.210277899999999,43.6927075,"43.6927075,7.210277899999999",7.210277899999999
Padel Tennis Nice Valrose,"65 Av. Valrose, Nice",OPERATIONAL,7.2652192,43.7170524,"43.7170524,7.2652192",7.2652192
Tennis Padel Club,"80 Av. de la Lanterne, Nice",OPERATIONAL,7.2254393,43.6816216,"43.6816216,7.2254393",7.2254393
Tennis Padel Vence,"10 Chem. de la Plaine, Vence",OPERATIONAL,7.1307791,43.70673679999999,"43.70673679999999,7.1307791",7.1307791
Tennis Padel Club Montaleigne,"1 Chem. de l'Estelle, Cagnes-sur-Mer",OPERATIONAL,7.174867099999999,43.69300459999999,"43.69300459999999,7.174867099999999",7.174867099999999
Tennis Stage Et Leçons | Tennis & Padel,"330 Av. Jules Grec, Antibes",OPERATIONAL,7.1178119,43.59060059999999,"43.59060059999999,7.1178119",7.1178119
Tennis Antibes Padel Club la Roseraie,"245 Trav. Fontmerle, Antibes",OPERATIONAL,7.095902400000001,43.5811875,"43.5811875,7.095902400000001",7.095902400000001
"ULTRA CAGNES - TENNIS, PADEL et MULTI-SPORTS","Av. Colonel Jeanpierre, Cagnes-sur-Mer",OPERATIONAL,7.1512807,43.6709767,"43.6709767,7.1512807",7.1512807
NICE SMASH 06. Magasin Padel Squash Tennis à Nice,"200 Av. de la Californie, Nice",OPERATIONAL,7.231496,43.6819819,"43.6819819,7.231496",7.231496
Gsem Tennis,"Chem. du Cimetière de l'Est, Nice",OPERATIONAL,7.303040999999999,43.7450337,"43.7450337,7.303040999999999",7.303040999999999
ASPTT Nice Côte d'Azur Tennis,"274 Rue Albert Camus, Saint-Laurent-du-Var",OPERATIONAL,7.18961,43.6795425,"43.6795425,7.18961",7.18961
Tennis Padel Soleil,"1690 Avenue des Combattants en Afrique du N, Beausoleil",OPERATIONAL,7.419565200000001,43.7474014,"43.7474014,7.419565200000001",7.419565200000001
Padel Eze - Côte d'Azur,"861 Bd du Maréchal Leclerc, Èze",OPERATIONAL,7.3532156,43.7335236,"43.7335236,7.3532156",7.3532156
Monte-Carlo International Sports,"41 Av. Hector Otto, Monaco",OPERATIONAL,7.413593100000001,43.73448279999999,"43.73448279999999,7.413593100000001",7.413593100000001
La Turbie Tennis Club,"514 Rte de la Tête de Chien 476, La Turbie",OPERATIONAL,7.400104999999999,43.7381514,"43.7381514,7.400104999999999",7.400104999999999
AZUR TENNIS SPORTS VALROSE,"65 Av. Valrose, Nice",OPERATIONAL,7.265223000000001,43.717721,"43.717721,7.265223000000001",7.265223000000001
MOLIETS TG,"Route de la Plage, Saint-Vincent-de-Tyrosse",OPERATIONAL,-1.37717,43.846241,"43.846241,-1.37717",-1.37717
VIEUX BOUCAU CS,"Av. de la Plage, Vieux-Boucau-les-Bains",OPERATIONAL,-1.4028178,43.7869065,"43.7869065,-1.4028178",-1.4028178
CASTETS TC,"Stade Municipal, Route du, Castets",OPERATIONAL,-1.1376963,43.88027950000001,"43.88027950000001,-1.1376963",-1.1376963
LINXE RC,"127 Rue du Stade, Linxe",OPERATIONAL,-1.25157,43.919769,"43.919769,-1.25157",-1.25157
Ligue Tennis Nouvelle Aquitaine Pôle Tartas,"Chemin d'Ous Pins, 61 Rte des Sports, Tartas",OPERATIONAL,-0.8207104,43.8402958,"43.8402958,-0.8207104",-0.8207104
PADELNBLOCK - 40090,"191 ALL DE MAMOURA, Saint-Avit",OPERATIONAL,-0.436983,43.92115700000001,"43.92115700000001,-0.436983",-0.436983
Stade Montois Tennis,"453 Chem. des Sports, Mont-de-Marsan",OPERATIONAL,-0.4800799999999999,43.8969345,"43.8969345,-0.4800799999999999",-0.4800799999999999
AUZAN TENNIS CLUB,"Lac de Coucut, Castelnau-d'Auzan-Labarrère",OPERATIONAL,0.084016,43.948997,"43.948997,0.084016",0.084016
NOGARO-LE HOUGA TENNIS CLUB,"Stade Municipal, Nogaro",OPERATIONAL,-0.031266,43.77103,"43.77103,-0.031266",-0.031266
Une Corde à Ma Raquette,"643 Rte de Paulhac, Bessières",OPERATIONAL,1.6004232,43.7905329,"43.7905329,1.6004232",1.6004232
Padel Club Albigeois,"3 rue Aimé Cathala, Puygouzon",OPERATIONAL,2.164092,43.8929383,"43.8929383,2.164092",2.164092
Winwin Padel Club Des Haut De Nimes,"620 Chem. des Hauts de Nîmes, Nîmes",OPERATIONAL,4.2922449,43.8614564,"43.8614564,4.2922449",4.2922449
HAUTS DE NIMES PADEL CLUB,"620 Chem. des Hauts de Nîmes, Nîmes",OPERATIONAL,4.292629,43.8618717,"43.8618717,4.292629",4.292629
Tennis Padel Club Carreau de Lanes,"1530 Chem. du Carreau de Lanes, Nîmes",OPERATIONAL,4.3052321,43.82622569999999,"43.82622569999999,4.3052321",4.3052321
Pro Padel,"200 Rue Paul Laurent, Nîmes",OPERATIONAL,4.3642619,43.8089352,"43.8089352,4.3642619",4.3642619
My Padel Store,"Le Polygone, 1950 Av. Marechal Juin Bat B, Nîmes",OPERATIONAL,4.3349511,43.8165103,"43.8165103,4.3349511",4.3349511
CLUB TENNIS FOREVER NIMES,"1530 Chem. du Carreau de Lanes, Nîmes",OPERATIONAL,4.3050576,43.8263106,"43.8263106,4.3050576",4.3050576
AS BOUILLARGUES,"3 Chem. des Écureuils, Bouillargues",OPERATIONAL,4.41709,43.799294,"43.799294,4.41709",4.41709
Le Hangar - Foot & Padel,"370 All. des Issards, Rochefort-du-Gard",OPERATIONAL,4.7364584,43.9570899,"43.9570899,4.7364584",4.7364584
BALL CONCEPT Monplaisir Futsal-Squash-Badminton-Padel tennis-foot5-Laser Concept-Laser Kart-Trike,"948 Rte de Realpanier, Avignon",OPERATIONAL,4.8707766,43.9521998,"43.9521998,4.8707766",4.8707766
VEDENE TENNIS CLUB,"résidence le Nelly, Saint-Saturnin-lès-Avignon",OPERATIONAL,4.909164,43.978139,"43.978139,4.909164",4.909164
Provence Padel,"126 Chem. des Confinés, Châteauneuf-de-Gadagne",OPERATIONAL,4.9504351,43.93779749999999,"43.93779749999999,4.9504351",4.9504351
T.C CAVAILLON,"Grand'Rue, Cheval-Blanc",OPERATIONAL,5.040781,43.836605,"43.836605,5.040781",5.040781
The manosque Sports Complex,"Rue de l'Origan, Manosque",OPERATIONAL,5.8105408,43.8017659,"43.8017659,5.8105408",5.8105408
Tennis de la Madone,"5 Rue Paul Morillot, Menton",OPERATIONAL,7.4870319,43.7673759,"43.7673759,7.4870319",7.4870319
Barabino Padel Center Sanremo,"Via Barabino, 12, Sanremo",OPERATIONAL,7.760909499999999,43.8095081,"43.8095081,7.760909499999999",7.760909499999999
Tennis Padel Accademy Sanremo,"Str. Solaro, 109/B, Sanremo",OPERATIONAL,7.751063299999999,43.81378549999999,"43.81378549999999,7.751063299999999",7.751063299999999
Sanremo Padel Team,"Corso Matuzia, 28, Sanremo",OPERATIONAL,7.757290100000001,43.80990269999999,"43.80990269999999,7.757290100000001",7.757290100000001
Tennis padel Quadrifoglio,"Via Roma, 189, Vallecrosia",OPERATIONAL,7.6463999,43.7978897,"43.7978897,7.6463999",7.6463999
Padel Solaro Sanremo,"Str. Solaro, 111, Sanremo",OPERATIONAL,7.749844899999999,43.8131644,"43.8131644,7.749844899999999",7.749844899999999
Don Quique Padel Imperia,"Via S. Lazzaro, 70, Imperia",OPERATIONAL,8.023303199999999,43.8812268,"43.8812268,8.023303199999999",8.023303199999999
Corcuera Padel Imperia,"Corso Salvador Allende, Imperia",OPERATIONAL,7.985904199999999,43.8800811,"43.8800811,7.985904199999999",7.985904199999999
Don Quique Qupola Indoor Padel,"Località Ruggie, 1, Pontedassio",OPERATIONAL,8.0065958,43.9421124,"43.9421124,8.0065958",8.0065958
Asd Padel Andora,"Via Capri, 21, Andora",OPERATIONAL,8.1398808,43.9469178,"43.9469178,8.1398808",8.1398808
Vida Loca Padel Andora,"Via Sant'Angela, 5, Marina di Andora",OPERATIONAL,8.1423478,43.9578242,"43.9578242,8.1423478",8.1423478
Padel Village,"Strada Porsani, Santo Stefano al mare",OPERATIONAL,7.908166400000001,43.8445587,"43.8445587,7.908166400000001",7.908166400000001
Diano Padel Academy,"Via Cà Rossa, 55, Diano Marina",OPERATIONAL,8.086459099999999,43.9179878,"43.9179878,8.086459099999999",8.086459099999999
Sporting Pinamare Andora Srl,"Viale Argentina, 5, Andora",OPERATIONAL,8.161378599999999,43.9582015,"43.9582015,8.161378599999999",8.161378599999999
ESPERIA Tennis Andora,"Via Sant'Angela, 5, Marina di Andora",OPERATIONAL,8.1432213,43.9579349,"43.9579349,8.1432213",8.1432213
Tennis-Club de Mimizan,"5 Av. de Leslurgues, Mimizan",OPERATIONAL,-1.2719607,44.2061391,"44.2061391,-1.2719607",-1.2719607
PADEL CLUB AGEN,"1371 Av. du Général Leclerc, Le Passage",OPERATIONAL,0.615644,44.190302,"44.190302,0.615644",0.615644
Agen Indoor,"1371 Av. du Général Leclerc, Agen",OPERATIONAL,0.6161409,44.19034569999999,"44.19034569999999,0.6161409",0.6161409
CASTELSARRASIN TENNIS CLUB,"Parc de clairfont, Castelsarrasin",OPERATIONAL,1.100051,44.0521653,"44.0521653,1.100051",1.100051
Padel Tolosa Montauban,"11 Rue Karl Marx, Montauban",OPERATIONAL,1.3630469,44.0412781,"44.0412781,1.3630469",1.3630469
ASSOCIATION TENNIS MONTAUBAN A.T.M,"2145 Rte de Saint-Antonin, Montauban",OPERATIONAL,1.41276,44.0394185,"44.0394185,1.41276",1.41276
Mam' Soccer 5 Padel,"Zone d'activité de la, Imp. de la Micalerie, Boisset-et-Gaujac",OPERATIONAL,4.0065913,44.0560906,"44.0560906,4.0065913",4.0065913
ORANGE RAQUETTES CLUB,"FERME DES COURREGES, Pl. René Clair, Orange",OPERATIONAL,4.831888,44.130672,"44.130672,4.831888",4.831888
Paddle Tennis Carpentras Asptt,"Av. Pierre de Coubertin, Carpentras",OPERATIONAL,5.056461,44.0394441,"44.0394441,5.056461",5.056461
Heat Sport - Foot Salle - PadWall,"ZA CAMP BERNARD 81 chemin des gayeres, Sablet",OPERATIONAL,4.9957573,44.1948233,"44.1948233,4.9957573",4.9957573
Padel Arena Loano,"Viale Libia, 3, Loano",OPERATIONAL,8.259262099999999,44.129375,"44.129375,8.259262099999999",8.259262099999999
Hanbury Tennis Club,"Via Michelangelo, 12, Alassio",OPERATIONAL,8.1667635,44.0060226,"44.0060226,8.1667635",8.1667635
A.S.D. Fitness Club,"Via dell'agricoltura e dell'artigianato 13, Toirano",OPERATIONAL,8.2223706,44.12366859999999,"44.12366859999999,8.2223706",8.2223706
Campi da Tennis via del roggetto,Albenga,OPERATIONAL,8.2107776,44.0533667,"44.0533667,8.2107776",8.2107776
Magnolia Sporting Club Albenga,"Via Isonzo, 22, Albenga",OPERATIONAL,8.2184001,44.0502621,"44.0502621,8.2184001",8.2184001
Biscarrosse Olympique Tennis Club,"1359 Av. du Pyla, Biscarrosse",OPERATIONAL,-1.2380877,44.4530588,"44.4530588,-1.2380877",-1.2380877
BISCARROSSE OLYMPIQUE TC,"146 Rue des Muletiers, Biscarrosse",OPERATIONAL,-1.15514,44.392929,"44.392929,-1.15514",-1.15514
BAZAS RAQUETTE,"1 bis Av. de la République, Bazas",OPERATIONAL,-0.224189,44.433582,"44.433582,-0.224189",-0.224189
VILLEFRANCHE DE ROUERGUE T.C,Villefranche-de-Rouergue,OPERATIONAL,1.9987625,44.3553514,"44.3553514,1.9987625",1.9987625
RODEZ TENNIS PADEL,"316 All. du Parc, Onet-le-Château",OPERATIONAL,2.563785,44.401173,"44.401173,2.563785",2.563785
Padel Tolosa Rodez,"ZA les Amourals, Luc-la-Primaube",OPERATIONAL,2.5594828,44.3153745,"44.3153745,2.5594828",2.5594828
Tennis Club,"Rte de la Vallée, Luc-la-Primaube",OPERATIONAL,2.5605008,44.2880233,"44.2880233,2.5605008",2.5605008
