Niveau de vie Commune,Niveau de vie Département,DEPCOM,PTOT,Nom_commune,Code_postal,coordonnees_gps,lng,lat
27470,,51390,774.0,MOUSSY,51530.0,"49.015423516,3.923812786",49.015423516,3.923812786
24880,,51391,2225.0,MUIZON,51140.0,"49.272350132,3.886991506",49.272350132,3.886991506
28630,,51392,193.0,MUTIGNY,51160.0,"49.075085355,4.018982405",49.075085355,4.018982405
25910,,51393,289.0,NANTEUIL LA FORET,51480.0,"49.127281968,3.926266417",49.127281968,3.926266417
21130,,51396,153.0,NESLE LE REPONS,51700.0,"49.043992774,3.7162532280000002",49.043992774,3.716253228
19910,,51397,145.0,LA NEUVILLE AUX BOIS,51330.0,"48.968108785,4.893137319",48.968108785,4.893137319
25060,,51398,172.0,LA NEUVILLE AUX LARRIS,51480.0,"49.142727109,3.8325808390000002",49.142727109,3.832580839
19990,,51399,557.0,LA NEUVILLE AU PONT,51800.0,"49.129513771,4.852405785",49.129513771,4.852405785
22540,,51402,262.0,NEUVY,51310.0,"48.743063867000004,3.51033235",48.743063867,3.51033235
27490,,51403,542.0,NOGENT L ABBESSE,51420.0,"49.246819158,4.160110739",49.246819158,4.160110739
22680,,51404,112.0,NOIRLIEU,51330.0,"48.940023236,4.804433702",48.940023236,4.804433702
19060,,51406,150.0,NORROIS,51300.0,"48.671675701,4.623687687",48.671675701,4.623687687
20810,,51407,412.0,LA NOUE,51310.0,"48.738591836,3.621434529",48.738591836,3.621434529
25220,,51409,367.0,NUISEMENT SUR COOLE,51240.0,"48.871875632,4.284867466",48.871875632,4.284867466
24850,,51410,658.0,OEUILLY,51480.0,"49.063429085,3.797151843",49.063429085,3.797151843
24890,,51413,850.0,OIRY,51530.0,"49.007927134,4.03967808",49.007927134,4.03967808
24540,,51414,165.0,OLIZY,51700.0,"49.146214357,3.7586561940000003",49.146214357,3.758656194
22730,,51415,211.0,OMEY,51240.0,"48.852472314,4.508888603",48.852472314,4.508888603
19650,,51416,564.0,ORBAIS L ABBAYE,51270.0,"48.943703829,3.700346468",48.943703829,3.700346468
20330,,51417,389.0,ORCONTE,51300.0,"48.667632982,4.73846361",48.667632982,4.73846361
29140,,51418,439.0,ORMES,51370.0,"49.238567354,3.958267385",49.238567354,3.958267385
20250,,51419,139.0,OUTINES,51290.0,"48.558686458,4.6685739260000005",48.558686458,4.6685739260000005
29890,,51422,472.0,PARGNY LES REIMS,51390.0,"49.219463321,3.921398653",49.219463321,3.921398653
17400,,51423,1876.0,PARGNY SUR SAULX,51340.0,"48.767283104,4.854442358",48.767283104,4.854442358
19980,,51424,210.0,PASSAVANT EN ARGONNE,51800.0,"49.022467608,5.003367639",49.022467608,5.003367639
26760,,51425,394.0,PASSY GRIGNY,51700.0,"49.127693487,3.681078133",49.127693487,3.681078133
24900,,51428,489.0,LES PETITES LOGES,51400.0,"49.132141081,4.231447007",49.132141081,4.231447007
27960,,51429,207.0,PEVY,51140.0,"49.316991065,3.850260423",49.316991065,3.850260423
24920,,51431,1207.0,PIERRY,51530.0,"49.019179428,3.949186569",49.019179428,3.949186569
19910,,51432,875.0,PLEURS,51230.0,"48.69712634,3.870632456",48.69712634,3.870632456
23940,,51433,247.0,PLICHANCOURT,51300.0,"48.740550226,4.671878847",48.740550226,4.671878847
25380,,51434,769.0,PLIVOT,51150.0,"49.010680268,4.076845332",49.010680268,4.076845332
24420,,51435,170.0,POCANCY,51130.0,"48.940547777,4.146998319",48.940547777,4.146998319
24390,,51436,934.0,POGNY,51240.0,"48.866101202,4.495226531",48.866101202,4.495226531
24370,,51439,461.0,POMACLE,51110.0,"49.33724497,4.147499431",49.33724497,4.147499431
21200,,51440,1771.0,PONTFAVERGER MORONVILLIERS,51490.0,"49.282591929,4.3160346050000005",49.282591929,4.3160346050000005
18790,,51441,110.0,PONTHION,51300.0,"48.755555987,4.7168266590000005",48.755555987,4.7168266590000005
20570,,51442,159.0,POSSESSE,51330.0,"48.897896967,4.856452816",48.897896967,4.856452816
23280,,51443,131.0,POTANGIS,51260.0,"48.585111413999996,3.646379565",48.585111414,3.646379565
28010,,51444,502.0,POUILLON,51220.0,"49.313449818,3.945191398",49.313449818,3.945191398
26960,,51445,194.0,POURCY,51480.0,"49.149460747,3.907135774",49.149460747,3.907135774
22780,,51446,425.0,PRINGY,51300.0,"48.773479519,4.482981462",48.773479519,4.482981462
25020,,51447,492.0,PROSNES,51400.0,"49.20047955,4.304758589",49.20047955,4.304758589
25820,,51448,564.0,PROUILLY,51140.0,"49.296508506,3.846445641",49.296508506,3.846445641
26760,,51449,1058.0,PRUNAY,51360.0,"49.214314506,4.175345166",49.214314506,4.175345166
29030,,51450,423.0,PUISIEULX,51500.0,"49.200883611,4.116512723",49.200883611,4.116512723
21950,,51451,102.0,QUEUDES,51120.0,"48.65912667,3.7568716120000003",48.65912667,3.756871612
24630,,51453,1061.0,RECY,51520.0,"48.999012909,4.323189576",48.999012909,4.323189576
19060,,51454,185576.0,REIMS,51100.0,"49.251726201,4.040155708",49.251726201,4.040155708
19060,,51454,185576.0,REIMS,51100.0,"49.251726201,4.040155708",49.251726201,4.040155708
24830,,51455,231.0,REIMS LA BRULEE,51300.0,"48.721601877,4.66910773",48.721601877,4.66910773
25290,,51457,296.0,REUIL,51480.0,"49.084979551,3.813976606",49.084979551,3.813976606
20720,,51460,203.0,RIEUX,51210.0,"48.837050824,3.505485212",48.837050824,3.505485212
28500,,51461,1009.0,RILLY LA MONTAGNE,51500.0,"49.163306414,4.046338637",49.163306414,4.046338637
24930,,51463,183.0,LES RIVIERES HENRUEL,51300.0,"48.651289228,4.542036272",48.651289228,4.542036272
24940,,51464,333.0,ROMAIN,51140.0,"49.330044956,3.75720138",49.330044956,3.75720138
27880,,51465,159.0,ROMERY,51480.0,"49.096367967,3.91310869",49.096367967,3.91310869
24390,,51466,218.0,ROMIGNY,51170.0,"49.173337842,3.768324316",49.173337842,3.768324316
31330,,51468,363.0,ROSNAY,51390.0,"49.256955784,3.857534099",49.256955784,3.857534099
22580,,51469,119.0,ROUFFY,51130.0,"48.944613674,4.090817738",48.944613674,4.090817738
30160,,51471,374.0,SACY,51500.0,"49.198121644,3.952819656",49.198121644,3.952819656
21820,,51472,1041.0,ST AMAND SUR FION,51300.0,"48.827048846,4.61083268",48.827048846,4.61083268
23280,,51473,117.0,ST BON,51310.0,"48.680793338,3.475151446",48.680793338,3.475151446
22600,,51474,3573.0,ST BRICE COURCELLES,51370.0,"49.270355099,3.990091982",49.270355099,3.990091982
25270,,51476,824.0,ST ETIENNE AU TEMPLE,51460.0,"49.019940142,4.419663385",49.019940142,4.419663385
23580,,51477,320.0,ST ETIENNE SUR SUIPPE,51110.0,"49.384559804,4.101609008",49.384559804,4.101609008
22400,,51478,452.0,ST EULIEN,52100.0,"48.683978953,4.880242636",48.683978953,4.880242636
29510,,51479,239.0,ST EUPHRAISE ET CLAIRIZET,51390.0,"49.212122138,3.884593083",49.212122138,3.884593083
26720,,51480,142.0,STE GEMME,51700.0,"49.14466703,3.663879341",49.14466703,3.663879341
24380,,51482,684.0,ST GERMAIN LA VILLE,51240.0,"48.892163372,4.461734472",48.892163372,4.461734472
23130,,51483,545.0,ST GIBRIEN,51510.0,"48.974714172,4.29594878",48.974714172,4.29594878
22860,,51484,297.0,ST GILLES,51170.0,"49.281420266,3.675984014",49.281420266,3.675984014
24990,,51485,348.0,ST HILAIRE AU TEMPLE,51400.0,"49.058098329,4.374545467",49.058098329,4.374545467
21370,,51486,367.0,ST HILAIRE LE GRAND,51600.0,"49.171806581,4.449077909",49.171806581,4.449077909
23570,,51487,346.0,ST HILAIRE LE PETIT,51490.0,"49.265098341,4.381485764",49.265098341,4.381485764
26530,,51488,345.0,ST IMOGES,51160.0,"49.10679108,3.985748272",49.10679108,3.985748272
23820,,51490,213.0,ST JEAN SUR MOIVRE,51240.0,"48.897449915,4.584091945",48.897449915,4.584091945
20390,,51492,1500.0,ST JUST SAUVAGE,51260.0,"48.548228227,3.771004817",48.548228227,3.771004817
23320,,51496,268.0,ST LUMIER EN CHAMPAGNE,51300.0,"48.792054617,4.619607217",48.792054617,4.619607217
23650,,51499,170.0,ST MARD LES ROUFFY,51130.0,"48.954009044,4.103691438",48.954009044,4.103691438
19630,,51500,118.0,ST MARD SUR LE MONT,51330.0,"48.923628888,4.853094059",48.923628888,4.853094059
24280,,51501,203.0,STE MARIE A PY,51600.0,"49.239500771,4.507931687",49.239500771,4.507931687
23070,,51502,104.0,ST MARTIN AUX CHAMPS,51240.0,"48.814804372,4.479850204",48.814804372,4.479850204
26190,,51504,829.0,ST MARTIN SUR LE PRE,51520.0,"48.992170583000004,4.357613171",48.992170583,4.357613171
23460,,51505,466.0,ST MASMES,51490.0,"49.311244853,4.248868438",49.311244853,4.248868438
19700,,51506,5589.0,ST MEMMIE,51470.0,"48.954652741,4.416491301",48.954652741,4.416491301
19410,,51507,4234.0,STE MENEHOULD,51800.0,"49.087002159,4.942725137",49.087002159,4.942725137
23750,,51508,211.0,ST OUEN DOMPROT,51320.0,"48.614051462,4.393349978",48.614051462,4.393349978
26710,,51509,309.0,ST PIERRE,51510.0,"48.939843706,4.24611322",48.939843706,4.24611322
23270,,51510,141.0,ST QUENTIN LES MARAIS,51300.0,"48.776978502,4.631182651",48.776978502,4.631182651
22950,,51511,123.0,ST QUENTIN LE VERGER,51120.0,"48.616748241,3.744533928",48.616748241,3.744533928
28070,,51512,105.0,ST QUENTIN SUR COOLE,51240.0,"48.849432022,4.325745483",48.849432022,4.325745483
20510,,51513,524.0,ST REMY EN BOUZEMONT ST GENEST ISSON,51290.0,"48.613268494,4.64925753",48.613268494,4.64925753
21010,,51514,107.0,ST REMY SOUS BROYES,51120.0,"48.705296761,3.773950621",48.705296761,3.773950621
22230,,51515,351.0,ST REMY SUR BUSSY,51600.0,"49.060491951,4.587675684",49.060491951,4.587675684
21090,,51517,129.0,ST SOUPLET SUR PY,51600.0,"49.24563152,4.465094204",49.24563152,4.465094204
29400,,51518,650.0,ST THIERRY,51220.0,"49.297485976,3.97565808",49.297485976,3.97565808
20690,,51521,235.0,ST VRAIN,51340.0,"48.696664295,4.821217433",48.696664295,4.821217433
17710,,51522,414.0,SAPIGNICOURT,52100.0,"48.64762092,4.809970642",48.64762092,4.809970642
25640,,51523,258.0,SARCY,51170.0,"49.202146289,3.8307134730000003",49.202146289,3.830713473
24660,,51524,310.0,SARON SUR AUBE,51260.0,"48.582314798,3.7294836670000002",48.582314798,3.729483667
25930,,51525,2132.0,SARRY,51520.0,"48.927117452,4.413955217",48.927117452,4.413955217
24630,,51526,379.0,SAUDOY,51120.0,"48.682017538,3.698662917",48.682017538,3.698662917
23870,,51527,274.0,SAVIGNY SUR ARDRES,51170.0,"49.253266343,3.793138376",49.253266343,3.793138376
20030,,51528,132.0,SCRUPT,51340.0,"48.716211409,4.808963175",48.716211409,4.808963175
23720,,51529,406.0,SELLES,51490.0,"49.297785257,4.282590452",49.297785257,4.282590452
23210,,51530,626.0,SEPT SAULX,51400.0,"49.149534534,4.263833942",49.149534534,4.263833942
19880,,51531,1941.0,SERMAIZE LES BAINS,51250.0,"48.777496452,4.907393613",48.777496452,4.907393613
28840,,51532,575.0,SERMIERS,51500.0,"49.148253303,3.9791197140000003",49.148253303,3.979119714
27990,,51534,211.0,SERZY ET PRIN,51170.0,"49.248615139,3.763988599",49.248615139,3.763988599
20460,,51535,4942.0,SEZANNE,51120.0,"48.724043466,3.724699944",48.724043466,3.724699944
25740,,51536,1761.0,SILLERY,51500.0,"49.192279793,4.139962803",49.192279793,4.139962803
22740,,51537,187.0,SIVRY ANTE,51800.0,"49.001140173,4.893392125",49.001140173,4.893392125
22750,,51538,113.0,SOGNY AUX MOULINS,51520.0,"48.895693216,4.389320305",48.895693216,4.389320305
21810,,51542,185.0,SOIZY AUX BOIS,51120.0,"48.809670882,3.728795873",48.809670882,3.728795873
20480,,51544,639.0,SOMMEPY TAHURE,51600.0,"49.243151298,4.592436441",49.243151298,4.592436441
21830,,51545,547.0,SOMMESOUS,51320.0,"48.734920356,4.212889662",48.734920356,4.212889662
21030,,51546,639.0,SOMME SUIPPE,51600.0,"49.118984057,4.58820495",49.118984057,4.58820495
22530,,51547,146.0,SOMME TOURBE,51600.0,"49.097479779,4.659796363",49.097479779,4.659796363
23300,,51548,675.0,SOMME VESLE,51460.0,"48.992390883,4.614287694",48.992390883,4.614287694
27000,,51549,120.0,SOMME YEVRE,51330.0,"48.944617449,4.740444784",48.944617449,4.740444784
21600,,51550,303.0,SOMPUIS,51320.0,"48.685720839,4.376338841",48.685720839,4.376338841
24110,,51551,202.0,SOMSOIS,51290.0,"48.606511083,4.496757234",48.606511083,4.496757234
23680,,51552,267.0,SONGY,51240.0,"48.792757625,4.470549909",48.792757625,4.470549909
20950,,51553,243.0,SOUAIN PERTHES LES HURLUS,51600.0,"49.187125992,4.573802096",49.187125992,4.573802096
29920,,51555,183.0,SOUDE,51320.0,"48.728703643,4.305170904",48.728703643,4.305170904
24680,,51556,306.0,SOUDRON,51320.0,"48.83297843,4.199019556",48.83297843,4.199019556
20880,,51557,479.0,SOULANGES,51300.0,"48.788398515,4.55465054",48.788398515,4.55465054
24900,,51558,143.0,SOULIERES,51130.0,"48.904054953,3.934908173",48.904054953,3.934908173
18800,,51559,3960.0,SUIPPES,51600.0,"49.125544531,4.525472417",49.125544531,4.525472417
25020,,51560,110.0,SUIZY LE FRANC,51270.0,"48.953994496,3.729866502",48.953994496,3.729866502
28390,,51562,2235.0,TAISSY,51500.0,"49.203725764,4.082252241",49.203725764,4.082252241
20150,,51563,112.0,TALUS ST PRIX,51270.0,"48.832355248,3.743482864",48.832355248,3.743482864
27990,,51564,650.0,VAL DE LIVRE,51150.0,"49.102394353,4.111124702",49.102394353,4.111124702
27990,,51564,650.0,VAL DE LIVRE,51150.0,"49.102394353,4.111124702",49.102394353,4.111124702
25260,,51566,293.0,THIBIE,51510.0,"48.918086126,4.210538316",48.918086126,4.210538316
21220,,51567,547.0,THIEBLEMONT FAREMONT,51300.0,"48.692936571,4.730353973",48.692936571,4.730353973
27750,,51568,300.0,THIL,51220.0,"49.317869892,3.965280056",49.317869892,3.965280056
31390,,51569,517.0,THILLOIS,51370.0,"49.25908031,3.945327488",49.25908031,3.945327488
24040,,51570,105.0,LE THOULT TROSNAY,51210.0,"48.862604056,3.684666875",48.862604056,3.684666875
26810,,51571,922.0,VAL DE VESLE,51360.0,"49.184591688,4.228391447",49.184591688,4.228391447
25370,,51572,229.0,TILLOY ET BELLAY,51460.0,"49.029242326,4.630712054",49.029242326,4.630712054
23070,,51573,10169.0,TINQUEUX,51430.0,"49.249622311,3.989532671",49.249622311,3.989532671
26170,,51574,139.0,TOGNY AUX BOEUFS,51240.0,"48.847065434,4.420744002",48.847065434,4.420744002
24740,,51576,1396.0,TOURS SUR MARNE,51150.0,"49.052928199,4.128579259",49.052928199,4.128579259
26780,,51577,154.0,TRAMERY,51170.0,"49.222507804,3.80033741",49.222507804,3.80033741
20610,,51579,171.0,TREFOLS,51210.0,"48.795776782,3.498952352",48.795776782,3.498952352
25360,,51580,436.0,TREPAIL,51380.0,"49.109103011,4.182084185",49.109103011,4.182084185
25360,,51581,243.0,TRESLON,51140.0,"49.242217269,3.827151316",49.242217269,3.827151316
29240,,51582,552.0,TRIGNY,51140.0,"49.297709903,3.889808917",49.297709903,3.889808917
22850,,51583,203.0,TROIS FONTAINES L ABBAYE,51340.0,"48.710938179,4.954333629",48.710938179,4.954333629
29280,,51584,155.0,TROIS PUITS,51500.0,"49.205610987,4.040043121",49.205610987,4.040043121
21950,,51585,922.0,TROISSY,51700.0,"49.072524653,3.702554608",49.072524653,3.702554608
27640,,51586,170.0,UNCHAIR,51170.0,"49.287070657,3.746969061",49.287070657,3.746969061
22990,,51587,247.0,VADENAY,51400.0,"49.083858002,4.417217164",49.083858002,4.417217164
21880,,51588,299.0,VALMY,51800.0,"49.077792198,4.762368101",49.077792198,4.762368101
21690,,51589,179.0,VANAULT LE CHATEL,51330.0,"48.865869543,4.704876593",48.865869543,4.704876593
21570,,51590,371.0,VANAULT LES DAMES,51340.0,"48.842400498,4.783896034",48.842400498,4.783896034
24700,,51591,199.0,VANDEUIL,51140.0,"49.281964364,3.793725244",49.281964364,3.793725244
26840,,51592,313.0,VANDIERES,51700.0,"49.114502801,3.725359577",49.114502801,3.725359577
22910,,51595,160.0,VATRY,51320.0,"48.82398184,4.242246858",48.82398184,4.242246858
21380,,51596,370.0,VAUCHAMPS,51210.0,"48.881284547,3.625302152",48.881284547,3.625302152
25490,,51597,339.0,VAUCIENNES,51480.0,"49.051314835,3.881195084",49.051314835,3.881195084
21880,,51598,515.0,VAUCLERC,51300.0,"48.707601456,4.673028607",48.707601456,4.673028607
25240,,51599,314.0,VAUDEMANGE,51380.0,"49.087761941,4.244099111",49.087761941,4.244099111
25000,,51600,93.0,VAUDESINCOURT,51600.0,"49.217294312,4.382345696",49.217294312,4.382345696
21730,,51601,164.0,VAVRAY LE GRAND,51300.0,"48.7942406,4.705213427",48.7942406,4.705213427
23140,,51603,198.0,VELYE,51130.0,"48.891234918,4.137077081",48.891234918,4.137077081
25460,,51604,265.0,VENTELAY,51140.0,"49.341548692,3.798618535",49.341548692,3.798618535
26260,,51605,539.0,VENTEUIL,51480.0,"49.089009108,3.841670751",49.089009108,3.841670751
21580,,51607,211.0,VERDON,51210.0,"48.949926057,3.620800965",48.949926057,3.620800965
24860,,51609,860.0,VERNEUIL,51700.0,"49.102276434,3.670705462",49.102276434,3.670705462
22350,,51610,408.0,VERRIERES,51800.0,"49.06197432,4.903244414",49.06197432,4.903244414
23770,,51611,295.0,VERT TOULON,51130.0,"48.847979835,3.90646225",48.847979835,3.90646225
23770,,51611,295.0,VERT TOULON,51130.0,"48.847979835,3.90646225",48.847979835,3.90646225
24640,,51612,3501.0,BLANCS COTEAUX,51130.0,"48.923766846,3.992774619",48.923766846,3.992774619
24640,,51612,3501.0,BLANCS COTEAUX,51130.0,"48.923766846,3.992774619",48.923766846,3.992774619
24640,,51612,3501.0,BLANCS COTEAUX,51190.0,"48.923766846,3.992774619",48.923766846,3.992774619
24640,,51612,3501.0,BLANCS COTEAUX,51130.0,"48.923766846,3.992774619",48.923766846,3.992774619
27270,,51613,1060.0,VERZENAY,51360.0,"49.16405263,4.142607242",49.16405263,4.142607242
26790,,51614,997.0,VERZY,51380.0,"49.144220536,4.160737507",49.144220536,4.160737507
24050,,51616,240.0,VESIGNEUL SUR MARNE,51240.0,"48.87702381,4.468351374",48.87702381,4.468351374
25020,,51617,625.0,LA VEUVE,51520.0,"49.03732897,4.334343844",49.03732897,4.334343844
20500,,51618,194.0,LE VEZIER,51210.0,"48.803132369,3.451864483",48.803132369,3.451864483
22210,,51619,118.0,LE VIEIL DAMPIERRE,51330.0,"48.982644817,4.924452906",48.982644817,4.924452906
21030,,51620,180.0,VIENNE LA VILLE,51800.0,"49.163289609,4.854159504",49.163289609,4.854159504
18600,,51621,527.0,VIENNE LE CHATEAU,51800.0,"49.19616357,4.924820105",49.19616357,4.924820105
29960,,51622,409.0,VILLE DOMMANGE,51390.0,"49.205141473,3.938627036",49.205141473,3.938627036
31990,,51623,325.0,VILLE EN SELVE,51500.0,"49.122766631,4.079575574",49.122766631,4.079575574
24320,,51624,663.0,VILLE EN TARDENOIS,51170.0,"49.178683213,3.797530439",49.178683213,3.797530439
24230,,51625,288.0,VILLENEUVE LA LIONNE,51310.0,"48.769925886,3.435629118",48.769925886,3.435629118
26300,,51626,114.0,LA VILLENEUVE LES CHARLEVILLE,51120.0,"48.796769836,3.709170894",48.796769836,3.709170894
25610,,51627,322.0,VILLENEUVE RENNEVILLE CHEVIGNY,51130.0,"48.918468664,4.062743005",48.918468664,4.062743005
25160,,51628,128.0,VILLENEUVE ST VISTRE ET VILLEVOTTE,51120.0,"48.637671022,3.7619074660000003",48.637671022,3.761907466
32150,,51629,903.0,VILLERS ALLERAND,51500.0,"49.162538262,4.018231585",49.162538262,4.018231585
24460,,51630,331.0,VILLERS AUX BOIS,51130.0,"48.934985611,3.930498957",48.934985611,3.930498957
31000,,51631,192.0,VILLERS AUX NOEUDS,51500.0,"49.191809458,3.993527184",49.191809458,3.993527184
22080,,51632,238.0,VILLERS EN ARGONNE,51800.0,"49.018319985,4.939976931",49.018319985,4.939976931
26800,,51633,313.0,VILLERS FRANQUEUX,51220.0,"49.32991252,3.950597303",49.32991252,3.950597303
26950,,51634,262.0,VILLERS LE CHATEAU,51510.0,"48.938941842,4.263084649",48.938941842,4.263084649
19850,,51635,118.0,VILLERS LE SEC,51250.0,"48.819349205,4.854966612",48.819349205,4.854966612
27510,,51636,535.0,VILLERS MARMERY,51380.0,"49.130435395,4.197499569",49.130435395,4.197499569
38740,,51637,215.0,VILLERS SOUS CHATILLON,51700.0,"49.103400748,3.816903181",49.103400748,3.816903181
24050,,51638,226.0,VILLESENEUX,51130.0,"48.844222595,4.143198349",48.844222595,4.143198349
18460,,51640,220.0,VILLE SUR TOURBE,51800.0,"49.19791846,4.785151184",49.19791846,4.785151184
26490,,51641,217.0,VILLEVENARD,51270.0,"48.832342107,3.796110616",48.832342107,3.796110616
22330,,51642,113.0,VILLIERS AUX CORNEILLES,51260.0,"48.574931125,3.676389917",48.574931125,3.676389917
26960,,51643,594.0,VINAY,51530.0,"49.012930082,3.899505189",49.012930082,3.899505189
22800,,51644,293.0,VINCELLES,51700.0,"49.095814122,3.638897208",49.095814122,3.638897208
23660,,51645,118.0,VINDEY,51120.0,"48.69928251,3.709121921",48.69928251,3.709121921
23370,,51647,852.0,VITRY EN PERTHOIS,51300.0,"48.748425282,4.619737294",48.748425282,4.619737294
22920,,51648,386.0,VITRY LA VILLE,51240.0,"48.835235582,4.4326332950000005",48.835235582,4.4326332950000005
22920,,51648,386.0,VITRY LA VILLE,51240.0,"48.835235582,4.4326332950000005",48.835235582,4.4326332950000005
16650,,51649,12416.0,VITRY LE FRANCOIS,51300.0,"48.727974252,4.592423",48.727974252,4.592423
19860,,51654,264.0,VOUILLERS,51340.0,"48.685994219,4.844112215",48.685994219,4.844112215
23610,,51655,298.0,VOUZY,51130.0,"48.91697321,4.108211152",48.91697321,4.108211152
26350,,51656,468.0,VRAUX,51150.0,"49.033867567,4.244885141",49.033867567,4.244885141
27330,,51657,232.0,VRIGNY,51390.0,"49.237934304,3.9172165640000003",49.237934304,3.917216564
16800,,51658,104.0,VROIL,51330.0,"48.850235773,4.909947453",48.850235773,4.909947453
23840,,51660,2494.0,WARMERIVILLE,51110.0,"49.348797361,4.237323886",49.348797361,4.237323886
23410,,51662,5075.0,WITRY LES REIMS,51420.0,"49.297308381,4.111568874",49.297308381,4.111568874
20700,,51663,1725.0,MAGENTA,51530.0,"49.05462742,3.9664219110000003",49.05462742,3.966421911
21590,,52001,317.0,AGEVILLE,52340.0,"48.112373641,5.337814152",48.112373641,5.337814152
21610,,52003,167.0,AILLIANVILLE,52700.0,"48.333532745,5.483120767",48.333532745,5.483120767
20010,,52006,351.0,ALLICHAMPS,52130.0,"48.563785653,4.886579098",48.563785653,4.886579098
19380,,52008,880.0,ANDELOT BLANCHEVILLE,52700.0,"48.235255168,5.285576441",48.235255168,5.285576441
19380,,52008,880.0,ANDELOT BLANCHEVILLE,52700.0,"48.235255168,5.285576441",48.235255168,5.285576441
19240,,52009,109.0,ANDILLY EN BASSIGNY,52360.0,"47.928322058,5.520723908",47.928322058,5.520723908
19590,,52013,126.0,ANROSEY,52500.0,"47.84514622,5.6605845519999995",47.84514622,5.660584552
21780,,52014,193.0,APREY,52250.0,"47.770978141,5.19794575",47.770978141,5.19794575
21690,,52017,756.0,ARC EN BARROIS,52210.0,"47.947837778,5.022852525",47.947837778,5.022852525
22060,,52021,264.0,ATTANCOURT,52130.0,"48.534516417,4.943954918",48.534516417,4.943954918
20260,,52022,191.0,AUBEPIERRE SUR AUBE,52210.0,"47.910033866,4.950429067",47.910033866,4.950429067
19800,,52023,174.0,AUBERIVE,52160.0,"47.778945382,5.107205188",47.778945382,5.107205188
19760,,52029,151.0,AUTIGNY LE GRAND,52300.0,"48.471738373,5.149043081",48.471738373,5.149043081
22220,,52031,391.0,AUTREVILLE SUR LA RENNE,52120.0,"48.125749831,4.976977815",48.125749831,4.976977815
22220,,52031,391.0,AUTREVILLE SUR LA RENNE,52120.0,"48.125749831,4.976977815",48.125749831,4.976977815
22220,,52031,391.0,AUTREVILLE SUR LA RENNE,52330.0,"48.125749831,4.976977815",48.125749831,4.976977815
22220,,52031,391.0,AUTREVILLE SUR LA RENNE,52330.0,"48.125749831,4.976977815",48.125749831,4.976977815
22370,,52033,118.0,AVRECOURT,52140.0,"47.966796161,5.53454507",47.966796161,5.53454507
22110,,52034,148.0,BAILLY AUX FORGES,52130.0,"48.45475603,4.905650613",48.45475603,4.905650613
19250,,52035,196.0,BAISSEY,52250.0,"47.748689803,5.249891613",47.748689803,5.249891613
21480,,52037,377.0,BANNES,52360.0,"47.901407523,5.391526672",47.901407523,5.391526672
22420,,52042,105.0,BEAUCHEMIN,52260.0,"47.917924725,5.248087854",47.917924725,5.248087854
19800,,52044,583.0,ROCHES BETTAINCOURT,52270.0,"48.297074465,5.257035005",48.297074465,5.257035005
19800,,52044,583.0,ROCHES BETTAINCOURT,52270.0,"48.297074465,5.257035005",48.297074465,5.257035005
19800,,52044,583.0,ROCHES BETTAINCOURT,52270.0,"48.297074465,5.257035005",48.297074465,5.257035005
23040,,52045,1734.0,BETTANCOURT LA FERREE,52100.0,"48.655390962,4.973005791",48.655390962,4.973005791
20270,,52047,104.0,BEURVILLE,52110.0,"48.315740021,4.860401188",48.315740021,4.860401188
20350,,52050,1383.0,BIESLES,52340.0,"48.102704705,5.286001221",48.102704705,5.286001221
20350,,52050,1383.0,BIESLES,52340.0,"48.102704705,5.286001221",48.102704705,5.286001221
19830,,52055,114.0,BLECOURT,52300.0,"48.379630304,5.081098372",48.379630304,5.081098372
19070,,52056,202.0,BLESSONVILLE,52120.0,"48.058365671,5.012530455",48.058365671,5.012530455
20180,,52057,116.0,BLUMERAY,52110.0,"48.354614559,4.863466909",48.354614559,4.863466909
20940,,52058,1937.0,BOLOGNE,52310.0,"48.199219717,5.141648525",48.199219717,5.141648525
20940,,52058,1937.0,BOLOGNE,52310.0,"48.199219717,5.141648525",48.199219717,5.141648525
20940,,52058,1937.0,BOLOGNE,52310.0,"48.199219717,5.141648525",48.199219717,5.141648525
18110,,52059,135.0,BONNECOURT,52360.0,"47.954469351,5.480824193",47.954469351,5.480824193
19620,,52060,2127.0,BOURBONNE LES BAINS,52400.0,"47.944169678,5.74185573",47.944169678,5.74185573
19620,,52060,2127.0,BOURBONNE LES BAINS,52400.0,"47.944169678,5.74185573",47.944169678,5.74185573
19620,,52060,2127.0,BOURBONNE LES BAINS,52400.0,"47.944169678,5.74185573",47.944169678,5.74185573
20550,,52061,287.0,BOURDONS SUR ROGNON,52700.0,"48.17600062,5.339215969",48.17600062,5.339215969
24150,,52062,161.0,BOURG,52200.0,"47.795491036,5.313706178",47.795491036,5.313706178
22820,,52063,102.0,BOURG STE MARIE,52150.0,"48.185227034,5.554254356",48.185227034,5.554254356
20980,,52064,833.0,BOURMONT ENTRE MEUSE ET MOUZON,52150.0,"48.219822107,5.605698609",48.219822107,5.605698609
20980,,52064,833.0,BOURMONT ENTRE MEUSE ET MOUZON,52150.0,"48.219822107,5.605698609",48.219822107,5.605698609
20980,,52064,833.0,BOURMONT ENTRE MEUSE ET MOUZON,52150.0,"48.219822107,5.605698609",48.219822107,5.605698609
20980,,52064,833.0,BOURMONT ENTRE MEUSE ET MOUZON,52150.0,"48.219822107,5.605698609",48.219822107,5.605698609
